timestamp,user_id,session_id,page_type,product_id,action
2025-06-02T08:54:02.443618,user_40,sess_3076,product,165,scroll
2025-06-02T01:51:00.443618,user_78,sess_1532,product,150,add_to_cart
2025-06-02T01:47:33.443618,user_24,sess_5130,product,173,click
2025-06-02T13:27:05.443618,user_2,sess_3641,product,161,hover
2025-06-02T00:56:25.443618,user_72,sess_9297,product,100,click
2025-06-02T06:51:53.443618,user_30,sess_7072,product,192,scroll
2025-06-02T18:34:33.443618,user_23,sess_5704,product,144,click
2025-06-01T23:03:12.443618,user_73,sess_4683,product,125,hover
2025-06-02T09:43:28.443618,user_91,sess_5288,product,178,hover
2025-06-02T17:06:44.443618,user_100,sess_5683,product,148,click
2025-06-02T04:36:06.443618,user_88,sess_3267,product,119,add_to_cart
2025-06-01T22:26:10.443618,user_13,sess_2089,product,199,click
2025-06-02T06:08:44.443618,user_34,sess_7870,product,145,click
2025-06-02T00:01:33.443618,user_43,sess_3747,product,164,scroll
2025-06-02T00:58:45.443618,user_45,sess_6559,product,170,click
2025-06-02T16:54:56.443618,user_98,sess_1121,product,104,scroll
2025-06-02T06:58:02.443618,user_36,sess_5967,product,120,scroll
2025-06-02T10:51:38.443618,user_82,sess_4986,product,172,add_to_cart
2025-06-02T11:41:48.443618,user_5,sess_2890,product,102,add_to_cart
2025-06-02T10:32:38.443618,user_2,sess_5536,product,150,click
2025-06-02T02:37:46.443618,user_4,sess_6024,product,153,scroll
2025-06-02T11:43:10.443618,user_91,sess_3431,product,178,click
2025-06-01T23:50:03.443618,user_43,sess_1674,product,168,hover
2025-06-01T19:06:39.443618,user_94,sess_6302,product,114,click
2025-06-02T04:26:29.443618,user_10,sess_7927,product,108,add_to_cart
2025-06-02T15:10:35.443618,user_34,sess_8420,product,116,scroll
2025-06-02T08:29:30.443618,user_25,sess_9735,product,180,add_to_cart
2025-06-02T01:04:03.443618,user_13,sess_6043,product,182,hover
2025-06-02T13:28:00.443618,user_4,sess_8054,product,153,scroll
2025-06-02T16:07:05.443618,user_36,sess_1820,product,200,scroll
2025-06-01T23:15:56.443618,user_71,sess_2657,product,161,hover
2025-06-02T17:55:04.443618,user_100,sess_3105,product,148,scroll
2025-06-02T17:12:55.443618,user_5,sess_9522,product,185,hover
2025-06-02T18:01:53.443618,user_18,sess_9190,product,160,click
2025-06-02T12:42:22.443618,user_4,sess_8259,product,141,scroll
2025-06-02T07:32:12.443618,user_76,sess_1150,product,176,scroll
2025-06-02T16:23:16.443618,user_25,sess_3138,product,134,click
2025-06-02T09:27:53.443618,user_20,sess_8968,product,105,hover
2025-06-02T06:17:32.443618,user_81,sess_3662,product,101,click
2025-06-02T08:55:17.443618,user_41,sess_3449,product,198,click
2025-06-02T11:29:29.443618,user_23,sess_4896,product,143,click
2025-06-02T15:00:28.443618,user_100,sess_4830,product,121,scroll
2025-06-02T02:47:06.443618,user_46,sess_4054,product,183,scroll
2025-06-02T12:35:55.443618,user_92,sess_8735,product,116,add_to_cart
2025-06-01T19:31:38.443618,user_17,sess_3273,product,190,click
2025-06-01T21:20:02.443618,user_88,sess_2528,product,161,click
2025-06-02T11:37:23.443618,user_65,sess_9754,product,120,click
2025-06-02T15:13:18.443618,user_6,sess_6626,product,174,scroll
2025-06-02T18:31:03.443618,user_32,sess_5567,product,197,hover
2025-06-02T01:11:44.443618,user_63,sess_1953,product,155,hover
2025-06-01T18:46:56.443618,user_14,sess_7207,product,142,scroll
2025-06-01T20:28:42.443618,user_55,sess_1968,product,133,scroll
2025-06-02T13:21:43.443618,user_37,sess_8306,product,198,click
2025-06-02T07:37:25.443618,user_38,sess_9264,product,125,scroll
2025-06-02T07:30:45.443618,user_17,sess_7877,product,197,click
2025-06-01T23:57:26.443618,user_35,sess_4202,product,138,scroll
2025-06-01T20:28:13.443618,user_39,sess_6456,product,110,click
2025-06-02T10:07:32.443618,user_81,sess_8057,product,196,click
2025-06-02T05:06:32.443618,user_74,sess_6594,product,159,scroll
2025-06-02T14:22:32.443618,user_17,sess_5447,product,119,hover
2025-06-02T08:23:48.443618,user_31,sess_8831,product,178,click
2025-06-01T20:31:21.443618,user_31,sess_5250,product,179,scroll
2025-06-02T01:57:38.443618,user_21,sess_2955,product,122,scroll
2025-06-01T23:25:15.443618,user_30,sess_6187,product,121,add_to_cart
2025-06-02T08:37:38.443618,user_4,sess_7186,product,174,scroll
2025-06-02T17:49:40.443618,user_65,sess_9057,product,104,hover
2025-06-02T11:31:09.443618,user_99,sess_6084,product,142,hover
2025-06-02T12:38:55.443618,user_37,sess_6594,product,186,click
2025-06-02T17:43:16.443618,user_89,sess_4550,product,118,click
2025-06-02T10:38:08.443618,user_22,sess_9969,product,169,scroll
2025-06-01T22:07:44.443618,user_84,sess_5461,product,189,scroll
2025-06-02T15:09:59.443618,user_45,sess_4574,product,191,scroll
2025-06-01T23:03:31.443618,user_53,sess_1422,product,116,hover
2025-06-02T15:54:33.443618,user_97,sess_2002,product,119,add_to_cart
2025-06-02T17:52:56.443618,user_90,sess_2732,product,192,click
2025-06-02T00:38:01.443618,user_50,sess_9723,product,156,scroll
2025-06-01T19:54:53.443618,user_21,sess_7536,product,121,add_to_cart
2025-06-02T14:29:54.443618,user_18,sess_4186,product,129,add_to_cart
2025-06-01T23:31:12.443618,user_38,sess_3814,product,135,add_to_cart
2025-06-01T21:05:13.443618,user_16,sess_1623,product,102,scroll
2025-06-02T05:58:10.443618,user_11,sess_9023,product,182,hover
2025-06-02T15:06:53.443618,user_62,sess_9928,product,171,add_to_cart
2025-06-02T17:08:32.443618,user_77,sess_7721,product,120,scroll
2025-06-02T18:32:42.443618,user_11,sess_3555,product,137,add_to_cart
2025-06-02T03:38:47.443618,user_46,sess_9617,product,104,click
2025-06-02T07:14:34.443618,user_36,sess_6960,product,200,scroll
2025-06-02T10:03:04.443618,user_98,sess_3297,product,169,click
2025-06-02T16:22:46.443618,user_19,sess_6837,product,109,click
2025-06-01T19:19:41.443618,user_14,sess_7522,product,137,add_to_cart
2025-06-01T23:08:22.443618,user_63,sess_7167,product,126,add_to_cart
2025-06-02T07:48:35.443618,user_22,sess_9608,product,174,hover
2025-06-02T11:53:36.443618,user_43,sess_1490,product,106,hover
2025-06-01T20:07:56.443618,user_94,sess_5439,product,145,scroll
2025-06-02T05:50:03.443618,user_69,sess_8952,product,191,add_to_cart
2025-06-02T16:19:39.443618,user_59,sess_7564,product,147,click
2025-06-01T20:32:42.443618,user_63,sess_6301,product,148,add_to_cart
2025-06-02T08:43:53.443618,user_44,sess_7135,product,185,hover
2025-06-02T17:33:26.443618,user_59,sess_8321,product,118,scroll
2025-06-02T11:22:12.443618,user_59,sess_7721,product,131,scroll
2025-06-02T00:09:25.443618,user_41,sess_2985,product,187,scroll
2025-06-02T00:41:43.443618,user_16,sess_8581,product,144,add_to_cart
2025-06-01T20:47:06.443618,user_42,sess_6140,product,102,scroll
2025-06-02T10:28:15.443618,user_70,sess_9638,product,129,add_to_cart
2025-06-01T21:51:37.443618,user_1,sess_7132,product,120,add_to_cart
2025-06-01T19:43:58.443618,user_37,sess_4955,product,190,click
2025-06-02T13:00:06.443618,user_79,sess_9230,product,178,add_to_cart
2025-06-02T16:48:31.443618,user_26,sess_1593,product,151,click
2025-06-02T09:50:45.443618,user_88,sess_3370,product,107,click
2025-06-02T11:36:18.443618,user_83,sess_2432,product,134,scroll
2025-06-02T18:03:49.443618,user_71,sess_3788,product,147,click
2025-06-02T11:18:30.443618,user_2,sess_9584,product,111,click
2025-06-02T00:39:55.443618,user_10,sess_7470,product,186,add_to_cart
2025-06-02T04:17:35.443618,user_97,sess_6583,product,150,scroll
2025-06-02T08:02:39.443618,user_90,sess_1997,product,192,hover
2025-06-02T03:34:36.443618,user_15,sess_5062,product,148,click
2025-06-01T19:59:45.443618,user_83,sess_1938,product,153,click
2025-06-02T05:52:27.443618,user_84,sess_3442,product,166,scroll
2025-06-02T06:59:59.443618,user_25,sess_6390,product,161,scroll
2025-06-02T03:57:19.443618,user_40,sess_1293,product,131,hover
2025-06-02T02:28:33.443618,user_43,sess_7103,product,126,hover
2025-06-02T11:23:17.443618,user_48,sess_2485,product,103,click
2025-06-02T06:16:34.443618,user_47,sess_5121,product,110,scroll
2025-06-02T18:32:39.443618,user_77,sess_2757,product,197,hover
2025-06-02T08:23:36.443618,user_7,sess_9988,product,126,scroll
2025-06-01T23:17:46.443618,user_16,sess_5260,product,133,add_to_cart
2025-06-02T15:34:37.443618,user_80,sess_1170,product,165,add_to_cart
2025-06-02T04:58:30.443618,user_69,sess_5103,product,101,add_to_cart
2025-06-01T19:02:39.443618,user_44,sess_6250,product,154,click
2025-06-01T19:54:48.443618,user_23,sess_6581,product,111,click
2025-06-02T04:27:27.443618,user_19,sess_8779,product,148,scroll
2025-06-02T11:39:02.443618,user_77,sess_8939,product,153,add_to_cart
2025-06-02T05:14:42.443618,user_80,sess_1918,product,148,click
2025-06-02T00:28:45.443618,user_7,sess_6131,product,113,scroll
2025-06-02T16:19:52.443618,user_1,sess_1533,product,174,hover
2025-06-02T06:41:24.443618,user_3,sess_6120,product,174,hover
2025-06-02T01:03:53.443618,user_15,sess_4288,product,200,scroll
2025-06-01T20:53:25.443618,user_3,sess_6494,product,196,click
2025-06-01T20:34:32.443618,user_93,sess_8686,product,100,scroll
2025-06-02T09:46:32.443618,user_32,sess_3640,product,118,click
2025-06-02T01:42:36.443618,user_14,sess_4996,product,147,scroll
2025-06-02T07:30:01.443618,user_13,sess_1243,product,162,scroll
2025-06-02T17:50:57.443618,user_19,sess_4531,product,197,scroll
2025-06-02T04:18:16.443618,user_59,sess_2584,product,117,scroll
2025-06-02T15:04:39.443618,user_47,sess_9217,product,175,hover
2025-06-01T19:07:26.443618,user_10,sess_2974,product,196,click
2025-06-02T13:49:32.443618,user_64,sess_4794,product,106,add_to_cart
2025-06-02T03:42:45.443618,user_93,sess_2117,product,107,add_to_cart
2025-06-02T11:28:51.443618,user_56,sess_9165,product,107,scroll
2025-06-02T10:16:06.443618,user_18,sess_1385,product,189,hover
2025-06-02T08:02:20.443618,user_90,sess_2102,product,164,add_to_cart
2025-06-02T02:00:05.443618,user_59,sess_4176,product,143,scroll
2025-06-01T19:32:35.443618,user_32,sess_6498,product,158,add_to_cart
2025-06-02T18:14:17.443618,user_36,sess_9207,product,107,hover
2025-06-02T17:10:58.443618,user_39,sess_6011,product,149,add_to_cart
2025-06-02T00:47:20.443618,user_58,sess_3916,product,101,click
2025-06-02T16:19:33.443618,user_96,sess_8507,product,120,hover
2025-06-02T17:00:14.443618,user_3,sess_9225,product,160,scroll
2025-06-01T20:12:58.443618,user_88,sess_7684,product,199,click
2025-06-02T02:00:31.443618,user_8,sess_7914,product,187,scroll
2025-06-02T00:22:38.443618,user_64,sess_4279,product,152,scroll
2025-06-02T05:58:59.443618,user_9,sess_7590,product,141,add_to_cart
2025-06-02T08:06:18.443618,user_24,sess_6661,product,113,add_to_cart
2025-06-02T14:43:45.443618,user_22,sess_4823,product,159,add_to_cart
2025-06-02T16:15:35.443618,user_77,sess_8300,product,159,scroll
2025-06-02T02:26:01.443618,user_6,sess_7631,product,178,click
2025-06-02T02:00:33.443618,user_46,sess_4234,product,168,click
2025-06-02T10:32:37.443618,user_14,sess_1413,product,114,scroll
2025-06-02T14:40:25.443618,user_71,sess_2070,product,126,add_to_cart
2025-06-02T00:03:47.443618,user_81,sess_7589,product,156,add_to_cart
2025-06-02T05:08:45.443618,user_7,sess_4927,product,171,scroll
2025-06-02T04:42:02.443618,user_21,sess_6367,product,173,hover
2025-06-02T03:08:18.443618,user_85,sess_1600,product,148,click
2025-06-02T16:53:52.443618,user_15,sess_3002,product,154,click
2025-06-01T18:50:29.443618,user_4,sess_4501,product,180,scroll
2025-06-02T03:17:32.443618,user_98,sess_6676,product,101,hover
2025-06-02T15:16:29.443618,user_18,sess_1229,product,149,scroll
2025-06-02T05:51:52.443618,user_40,sess_8865,product,177,add_to_cart
2025-06-02T14:54:00.443618,user_11,sess_4711,product,192,add_to_cart
2025-06-02T13:24:07.443618,user_67,sess_8339,product,150,click
2025-06-02T07:16:45.443618,user_47,sess_5305,product,166,scroll
2025-06-02T13:59:39.443618,user_29,sess_7438,product,116,scroll
2025-06-02T00:08:33.443618,user_33,sess_8431,product,131,click
2025-06-02T11:45:14.443618,user_11,sess_3185,product,189,scroll
2025-06-02T10:49:09.443618,user_71,sess_9422,product,152,click
2025-06-02T15:26:11.443618,user_73,sess_4803,product,167,click
2025-06-02T03:09:51.443618,user_30,sess_8386,product,109,hover
2025-06-01T22:39:17.443618,user_6,sess_3883,product,169,click
2025-06-01T22:28:31.443618,user_84,sess_7777,product,114,hover
2025-06-01T22:10:00.443618,user_76,sess_6178,product,104,click
2025-06-02T10:18:28.443618,user_1,sess_7181,product,123,scroll
2025-06-02T09:17:58.443618,user_62,sess_8106,product,121,hover
2025-06-02T11:13:16.443618,user_7,sess_4810,product,168,scroll
2025-06-02T11:54:04.443618,user_18,sess_2152,product,167,scroll
2025-06-02T00:56:49.443618,user_23,sess_7447,product,169,hover
2025-06-02T00:22:43.443618,user_67,sess_9113,product,105,scroll
2025-06-02T04:43:05.443618,user_76,sess_7540,product,182,hover
2025-06-02T05:19:56.443618,user_48,sess_6158,product,131,hover
2025-06-02T05:58:39.443618,user_93,sess_3379,product,135,hover
2025-06-02T13:28:06.443618,user_29,sess_1233,product,121,add_to_cart
2025-06-01T19:31:32.443618,user_16,sess_2509,product,127,click
2025-06-02T02:22:15.443618,user_77,sess_1266,product,191,hover
2025-06-02T15:44:15.443618,user_59,sess_4218,product,149,click
2025-06-01T22:17:54.443618,user_12,sess_5318,product,125,scroll
2025-06-02T08:36:57.443618,user_28,sess_3173,product,123,click
2025-06-02T06:13:04.443618,user_18,sess_8174,product,109,add_to_cart
2025-06-02T18:24:43.443618,user_52,sess_2423,product,177,scroll
2025-06-02T05:06:23.443618,user_10,sess_3844,product,192,scroll
2025-06-02T04:31:56.443618,user_79,sess_6321,product,195,click
2025-06-02T10:03:04.443618,user_51,sess_7715,product,119,add_to_cart
2025-06-02T06:23:48.443618,user_48,sess_4717,product,147,scroll
2025-06-02T12:38:30.443618,user_45,sess_9438,product,158,add_to_cart
2025-06-02T04:38:09.443618,user_45,sess_2364,product,183,click
2025-06-02T13:12:28.443618,user_68,sess_8107,product,133,scroll
2025-06-02T09:09:12.443618,user_70,sess_7392,product,197,scroll
2025-06-02T06:16:43.443618,user_48,sess_1480,product,155,add_to_cart
2025-06-01T22:50:57.443618,user_26,sess_1532,product,138,click
2025-06-01T20:02:24.443618,user_14,sess_6080,product,189,click
2025-06-01T22:57:50.443618,user_92,sess_6291,product,122,scroll
2025-06-01T22:11:38.443618,user_83,sess_9153,product,196,hover
2025-06-02T08:01:03.443618,user_55,sess_9857,product,139,scroll
2025-06-01T22:09:18.443618,user_46,sess_3269,product,154,scroll
2025-06-02T10:26:49.443618,user_97,sess_6962,product,120,click
2025-06-02T13:43:13.443618,user_44,sess_6774,product,125,hover
2025-06-02T11:29:06.443618,user_44,sess_9282,product,126,add_to_cart
2025-06-02T09:05:58.443618,user_9,sess_2948,product,100,scroll
2025-06-02T14:34:56.443618,user_40,sess_5158,product,138,hover
2025-06-02T06:08:15.443618,user_80,sess_5279,product,176,hover
2025-06-02T02:26:55.443618,user_51,sess_9807,product,174,hover
2025-06-02T01:26:15.443618,user_32,sess_3776,product,159,scroll
2025-06-02T06:08:15.443618,user_38,sess_9861,product,143,scroll
2025-06-02T18:40:31.443618,user_95,sess_8245,product,113,click
2025-06-02T11:49:07.443618,user_17,sess_5522,product,171,hover
2025-06-02T14:37:54.443618,user_27,sess_1126,product,169,scroll
2025-06-01T20:35:39.443618,user_90,sess_5247,product,142,scroll
2025-06-01T21:52:51.443618,user_82,sess_4966,product,146,hover
2025-06-02T05:58:18.443618,user_32,sess_9147,product,150,click
2025-06-02T16:44:06.443618,user_80,sess_8241,product,171,scroll
2025-06-01T21:27:09.443618,user_23,sess_6424,product,165,add_to_cart
2025-06-02T08:43:00.443618,user_3,sess_3048,product,121,hover
2025-06-02T05:31:09.443618,user_12,sess_4839,product,153,add_to_cart
2025-06-02T09:59:21.443618,user_29,sess_9552,product,127,add_to_cart
2025-06-02T05:28:24.443618,user_26,sess_9913,product,157,hover
2025-06-02T00:22:21.443618,user_14,sess_7208,product,162,click
2025-06-01T19:33:24.443618,user_69,sess_4558,product,195,click
2025-06-02T00:20:11.443618,user_82,sess_4588,product,103,scroll
2025-06-02T09:50:16.443618,user_80,sess_2212,product,117,scroll
2025-06-02T09:11:37.443618,user_3,sess_4170,product,138,add_to_cart
2025-06-02T10:28:47.443618,user_42,sess_9913,product,110,hover
2025-06-02T06:07:07.443618,user_95,sess_6684,product,141,hover
2025-06-02T08:08:53.443618,user_4,sess_9345,product,114,hover
2025-06-02T04:26:50.443618,user_15,sess_2320,product,159,hover
2025-06-02T02:12:20.443618,user_27,sess_5944,product,151,scroll
2025-06-02T11:30:35.443618,user_15,sess_5425,product,190,hover
2025-06-02T13:05:01.443618,user_89,sess_6983,product,170,click
2025-06-02T07:14:51.443618,user_15,sess_3068,product,100,click
2025-06-02T14:23:23.443618,user_39,sess_7827,product,172,scroll
2025-06-02T12:46:38.443618,user_61,sess_6693,product,154,scroll
2025-06-01T19:29:24.443618,user_3,sess_5822,product,111,click
2025-06-02T02:29:11.443618,user_71,sess_1947,product,170,add_to_cart
2025-06-02T17:47:25.443618,user_52,sess_3503,product,197,add_to_cart
2025-06-02T01:16:36.443618,user_77,sess_1897,product,189,add_to_cart
2025-06-01T19:54:53.443618,user_29,sess_3515,product,196,add_to_cart
2025-06-01T19:02:07.443618,user_48,sess_6899,product,116,scroll
2025-06-02T11:35:51.443618,user_68,sess_7082,product,151,hover
2025-06-02T16:06:47.443618,user_74,sess_5630,product,161,hover
2025-06-02T15:25:29.443618,user_78,sess_2961,product,184,click
2025-06-02T10:24:50.443618,user_19,sess_9975,product,172,scroll
2025-06-01T20:24:44.443618,user_10,sess_7727,product,149,click
2025-06-02T00:35:54.443618,user_75,sess_3344,product,127,hover
2025-06-02T08:13:28.443618,user_49,sess_9233,product,105,click
2025-06-01T20:04:09.443618,user_72,sess_8676,product,152,add_to_cart
2025-06-02T07:09:02.443618,user_32,sess_7877,product,154,hover
2025-06-02T13:06:21.443618,user_39,sess_6573,product,168,hover
2025-06-01T20:39:44.443618,user_53,sess_7044,product,138,scroll
2025-06-02T18:25:28.443618,user_69,sess_5843,product,173,add_to_cart
2025-06-02T07:36:26.443618,user_30,sess_9615,product,187,hover
2025-06-02T00:44:10.443618,user_78,sess_5048,product,113,click
2025-06-02T07:39:12.443618,user_72,sess_2589,product,137,hover
2025-06-01T23:40:38.443618,user_55,sess_3994,product,170,scroll
2025-06-02T14:13:28.443618,user_42,sess_5860,product,197,add_to_cart
2025-06-02T15:25:58.443618,user_87,sess_3275,product,156,scroll
2025-06-02T16:36:47.443618,user_30,sess_1498,product,121,scroll
2025-06-02T18:05:19.443618,user_87,sess_8498,product,129,click
2025-06-01T19:21:09.443618,user_79,sess_6067,product,121,click
2025-06-02T17:51:43.443618,user_71,sess_4567,product,155,add_to_cart
2025-06-01T19:09:29.443618,user_10,sess_4268,product,119,add_to_cart
2025-06-02T06:15:35.443618,user_66,sess_3180,product,200,click
2025-06-01T19:41:59.443618,user_39,sess_5955,product,100,scroll
2025-06-02T07:56:48.443618,user_55,sess_6218,product,148,click
2025-06-02T14:48:02.443618,user_38,sess_5820,product,135,scroll
2025-06-02T09:34:03.443618,user_7,sess_4247,product,104,add_to_cart
2025-06-02T03:09:59.443618,user_23,sess_6190,product,162,click
2025-06-02T12:11:59.443618,user_37,sess_5080,product,165,hover
2025-06-02T01:14:48.443618,user_13,sess_6031,product,196,click
2025-06-02T13:41:53.443618,user_45,sess_1572,product,140,click
2025-06-02T05:12:02.443618,user_54,sess_5707,product,133,click
2025-06-02T08:09:18.443618,user_6,sess_1385,product,152,click
2025-06-02T17:45:21.443618,user_33,sess_5461,product,191,scroll
2025-06-02T18:22:04.443618,user_92,sess_7550,product,119,hover
2025-06-01T23:09:19.443618,user_59,sess_1592,product,147,add_to_cart
2025-06-02T08:39:38.443618,user_54,sess_9158,product,119,scroll
2025-06-02T13:09:32.443618,user_45,sess_2105,product,121,click
2025-06-02T07:22:35.443618,user_71,sess_1453,product,118,click
2025-06-01T20:44:11.443618,user_97,sess_2604,product,159,hover
2025-06-01T20:22:57.443618,user_42,sess_7398,product,172,scroll
2025-06-02T02:35:04.443618,user_92,sess_9360,product,104,add_to_cart
2025-06-02T12:18:59.443618,user_72,sess_1569,product,124,hover
2025-06-02T09:20:07.443618,user_64,sess_6269,product,160,click
2025-06-01T21:50:16.443618,user_73,sess_9548,product,139,scroll
2025-06-02T02:10:04.443618,user_42,sess_7775,product,116,hover
2025-06-02T13:56:46.443618,user_98,sess_4497,product,115,scroll
2025-06-02T16:41:41.443618,user_17,sess_9509,product,125,click
2025-06-02T06:52:38.443618,user_4,sess_6944,product,172,click
2025-06-02T07:46:15.443618,user_50,sess_1273,product,196,hover
2025-06-02T07:54:30.443618,user_85,sess_6621,product,100,hover
2025-06-02T11:46:36.443618,user_44,sess_9701,product,172,scroll
2025-06-02T11:32:07.443618,user_92,sess_2151,product,120,scroll
2025-06-02T16:43:40.443618,user_42,sess_4179,product,198,click
2025-06-01T23:52:23.443618,user_62,sess_1075,product,173,add_to_cart
2025-06-02T05:18:25.443618,user_47,sess_1673,product,186,hover
2025-06-02T11:03:18.443618,user_95,sess_8371,product,180,click
2025-06-02T13:17:08.443618,user_75,sess_9223,product,151,add_to_cart
2025-06-02T09:10:27.443618,user_14,sess_8902,product,176,add_to_cart
2025-06-02T13:29:14.443618,user_43,sess_6869,product,105,click
2025-06-02T06:54:13.443618,user_76,sess_5432,product,163,scroll
2025-06-02T14:51:18.443618,user_72,sess_2458,product,133,scroll
2025-06-02T10:39:46.443618,user_91,sess_2111,product,190,add_to_cart
2025-06-02T15:05:30.443618,user_13,sess_7989,product,155,scroll
2025-06-02T07:14:28.443618,user_1,sess_2307,product,189,click
2025-06-01T22:19:15.443618,user_13,sess_1415,product,139,hover
2025-06-02T05:10:07.443618,user_99,sess_4374,product,149,scroll
2025-06-02T16:39:08.443618,user_61,sess_5339,product,191,scroll
2025-06-02T18:24:43.443618,user_14,sess_7642,product,189,click
2025-06-02T04:14:00.443618,user_40,sess_9081,product,154,hover
2025-06-02T09:36:02.443618,user_69,sess_9167,product,160,click
2025-06-02T05:30:33.443618,user_59,sess_9273,product,137,click
2025-06-02T11:34:44.443618,user_85,sess_9847,product,177,add_to_cart
2025-06-02T05:03:14.443618,user_71,sess_3179,product,186,click
2025-06-02T01:52:13.443618,user_28,sess_3029,product,193,click
2025-06-02T12:14:30.443618,user_54,sess_8276,product,155,hover
2025-06-02T13:59:56.443618,user_6,sess_5401,product,195,scroll
2025-06-02T12:05:50.443618,user_2,sess_1959,product,142,click
2025-06-02T02:51:12.443618,user_66,sess_4239,product,177,hover
2025-06-02T11:13:00.443618,user_8,sess_3413,product,167,hover
2025-06-02T13:19:03.443618,user_78,sess_1885,product,133,hover
2025-06-02T15:13:33.443618,user_84,sess_8411,product,185,scroll
2025-06-02T05:48:12.443618,user_94,sess_6542,product,140,scroll
2025-06-02T07:05:32.443618,user_47,sess_2957,product,173,add_to_cart
2025-06-02T11:01:53.443618,user_63,sess_2415,product,200,add_to_cart
2025-06-02T05:52:24.443618,user_6,sess_5373,product,136,scroll
2025-06-01T19:17:11.443618,user_27,sess_8200,product,106,add_to_cart
2025-06-02T11:25:58.443618,user_43,sess_9742,product,183,scroll
2025-06-02T10:19:44.443618,user_1,sess_2794,product,159,hover
2025-06-01T20:04:57.443618,user_81,sess_4452,product,140,hover
2025-06-02T07:10:20.443618,user_60,sess_9618,product,146,add_to_cart
2025-06-01T18:59:40.443618,user_63,sess_5243,product,130,click
2025-06-02T03:59:47.443618,user_45,sess_8491,product,128,add_to_cart
2025-06-02T04:28:43.443618,user_81,sess_3703,product,110,add_to_cart
2025-06-02T17:21:28.443618,user_77,sess_6795,product,140,hover
2025-06-02T02:13:28.443618,user_86,sess_7148,product,163,click
2025-06-02T07:52:57.443618,user_17,sess_1384,product,177,click
2025-06-02T16:28:01.443618,user_91,sess_6745,product,167,add_to_cart
2025-06-02T04:51:18.443618,user_96,sess_5638,product,158,add_to_cart
2025-06-02T02:39:58.443618,user_30,sess_8881,product,122,click
2025-06-02T18:36:56.443618,user_8,sess_3906,product,110,hover
2025-06-02T16:46:57.443618,user_32,sess_6169,product,183,click
